Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2024-08-21T04:00:00.000Z,2511.0,2515.3999023438,2503.8999023438,2508.3999023438,96,0.0,0.0,GC=F,NA,NA,USD
2024-08-22T04:00:00.000Z,2504.1000976562,2504.1000976562,2471.1000976562,2478.8999023438,210,0.0,0.0,GC=F,NA,NA,USD
2024-08-23T04:00:00.000Z,2486.5,2508.3999023438,2486.5,2508.3999023438,94,0.0,0.0,GC=F,NA,NA,USD
2024-08-26T04:00:00.000Z,2509.8999023438,2523.1000976562,2509.1000976562,2517.6999511719,290,0.0,0.0,GC=F,NA,NA,USD
2024-08-27T04:00:00.000Z,2515.1999511719,2523.1000976562,2506.8999023438,2516.0,100,0.0,0.0,GC=F,NA,NA,USD
2024-08-28T04:00:00.000Z,2501.0,2501.0,2501.0,2501.0,2353,0.0,0.0,GC=F,NA,NA,USD
2024-08-29T04:00:00.000Z,2504.1000976562,2525.6999511719,2503.8999023438,2525.6999511719,3966,0.0,0.0,GC=F,NA,NA,USD
2024-08-30T04:00:00.000Z,2519.5,2525.3999023438,2493.8000488281,2493.8000488281,208,0.0,0.0,GC=F,NA,NA,USD
2024-09-03T04:00:00.000Z,2501.6000976562,2501.8000488281,2476.3000488281,2489.8999023438,206,0.0,0.0,GC=F,NA,NA,USD
2024-09-04T04:00:00.000Z,2490.8999023438,2493.3999023438,2483.5,2493.3999023438,470,0.0,0.0,GC=F,NA,NA,USD
2024-09-05T04:00:00.000Z,2493.6999511719,2513.3000488281,2493.3999023438,2511.3999023438,54,0.0,0.0,GC=F,NA,NA,USD
2024-09-06T04:00:00.000Z,2510.3000488281,2517.8999023438,2483.6999511719,2493.5,96,0.0,0.0,GC=F,NA,NA,USD
2024-09-09T04:00:00.000Z,2491.3000488281,2504.6999511719,2491.3000488281,2501.8000488281,96,0.0,0.0,GC=F,NA,NA,USD
2024-09-10T04:00:00.000Z,2512.3000488281,2512.3000488281,2512.3000488281,2512.3000488281,5,0.0,0.0,GC=F,NA,NA,USD
2024-09-11T04:00:00.000Z,2525.8000488281,2525.8000488281,2502.3000488281,2512.1000976562,90,0.0,0.0,GC=F,NA,NA,USD
2024-09-12T04:00:00.000Z,2529.1000976562,2557.0,2523.3999023438,2551.1999511719,132,0.0,0.0,GC=F,NA,NA,USD
2024-09-13T04:00:00.000Z,2568.8000488281,2581.8000488281,2565.0,2581.3000488281,31,0.0,0.0,GC=F,NA,NA,USD
2024-09-16T04:00:00.000Z,2580.3999023438,2580.3999023438,2580.3999023438,2580.3999023438,28,0.0,0.0,GC=F,NA,NA,USD
2024-09-17T04:00:00.000Z,2581.1999511719,2581.8000488281,2564.3000488281,2564.3000488281,22,0.0,0.0,GC=F,NA,NA,USD
2024-09-18T04:00:00.000Z,2570.6999511719,2570.6999511719,2549.1999511719,2570.6999511719,25,0.0,0.0,GC=F,NA,NA,USD
2024-09-19T04:00:00.000Z,2566.0,2588.0,2566.0,2588.0,99,0.0,0.0,GC=F,NA,NA,USD
2024-09-20T04:00:00.000Z,2590.3999023438,2621.8000488281,2590.3999023438,2619.8999023438,17,0.0,0.0,GC=F,NA,NA,USD
2024-09-23T04:00:00.000Z,2626.5,2626.5,2626.5,2626.5,9,0.0,0.0,GC=F,NA,NA,USD
2024-09-24T04:00:00.000Z,2636.8000488281,2662.3000488281,2625.5,2651.1999511719,35,0.0,0.0,GC=F,NA,NA,USD
2024-09-25T04:00:00.000Z,2656.3000488281,2664.1999511719,2649.3000488281,2659.1999511719,175,0.0,0.0,GC=F,NA,NA,USD
2024-09-26T04:00:00.000Z,2662.3000488281,2669.8999023438,2660.8000488281,2669.8999023438,17216,0.0,0.0,GC=F,NA,NA,USD
2024-09-27T04:00:00.000Z,2670.0,2672.1000976562,2641.6999511719,2644.3000488281,4228,0.0,0.0,GC=F,NA,NA,USD
2024-09-30T04:00:00.000Z,2660.8999023438,2662.1000976562,2623.1999511719,2636.1000976562,973,0.0,0.0,GC=F,NA,NA,USD
2024-10-01T04:00:00.000Z,2631.3999023438,2670.8999023438,2631.3999023438,2667.3000488281,153,0.0,0.0,GC=F,NA,NA,USD
2024-10-02T04:00:00.000Z,2650.6000976562,2657.1999511719,2640.0,2647.1000976562,72,0.0,0.0,GC=F,NA,NA,USD
2024-10-03T04:00:00.000Z,2642.8000488281,2657.1000976562,2640.0,2657.1000976562,354,0.0,0.0,GC=F,NA,NA,USD
2024-10-04T04:00:00.000Z,2656.0,2667.0,2639.0,2645.8000488281,114,0.0,0.0,GC=F,NA,NA,USD
2024-10-07T04:00:00.000Z,2648.6999511719,2657.3999023438,2639.0,2644.8000488281,284,0.0,0.0,GC=F,NA,NA,USD
2024-10-08T04:00:00.000Z,2639.0,2639.0,2609.3000488281,2615.0,687,0.0,0.0,GC=F,NA,NA,USD
2024-10-09T04:00:00.000Z,2603.0,2607.6999511719,2603.0,2606.0,152,0.0,0.0,GC=F,NA,NA,USD
2024-10-10T04:00:00.000Z,2602.5,2628.3000488281,2602.5,2620.6000976562,320,0.0,0.0,GC=F,NA,NA,USD
2024-10-11T04:00:00.000Z,2638.3000488281,2658.1000976562,2638.1999511719,2657.6000976562,12,0.0,0.0,GC=F,NA,NA,USD
