"","id","trait","ncase","group_name","year","author","consortium","sex","pmid","population","unit","sample_size","build","ncontrol","category","subcategory","ontology","note","mr","nsnp","doi","coverage","study_design","priority","sd"
"1","ieu-b-5103","Schizophrenia",1234,"public",2022,"Trubetskoy V","PGC","Males and Females",35396580,"Hispanic or Latin American","logOR",4324,"HG19/GRCh37",3090,"Disease","NA","MONDO:0005090",NA,NA,NA,NA,NA,NA,NA,NA
"2","ieu-b-5102","Schizophrenia",52017,"public",2022,"Trubetskoy V","PGC","Males and Females",35396580,"European","logOR",127906,"HG19/GRCh37",75889,"Disease","NA","MONDO:0005090",NA,NA,NA,NA,NA,NA,NA,NA
"3","ieu-b-5101","Schizophrenia",12305,"public",2022,"Trubetskoy V","PGC","Males and Females",35396580,"East Asian","logOR",27363,"HG19/GRCh37",15058,"Disease","NA","MONDO:0005090",NA,NA,NA,NA,NA,NA,NA,NA
"4","ieu-b-5100","Schizophrenia",64322,"public",2022,"Trubetskoy V","PGC","Males and Females",35396580,"Mixed","logOR",155269,"HG19/GRCh37",90947,"Disease","NA","MONDO:0005090","Core - East Asian and European meta analysis",NA,NA,NA,NA,NA,NA,NA
"5","ieu-b-5099","Schizophrenia",76755,"public",2022,"Trubetskoy V","PGC","Males and Females",35396580,"Mixed","logOR",320404,"HG19/GRCh37",243649,"Disease","NA","MONDO:0005090","Primary - meta analysis of Eur, East Asian, African American and Latino",NA,NA,NA,NA,NA,NA,NA
"6","ieu-b-5098","Schizophrenia",5998,"public",2022,"Trubetskoy V","PGC","Males and Females",35396580,"African American or Afro-Caribbean","logOR",9824,"HG19/GRCh37",3826,"Disease","NA","MONDO:0005090",NA,NA,NA,NA,NA,NA,NA,NA
"7","ieu-b-5075","Systolic blood pressure",NA,"public",2021,"Sakaue et al.",NA,"Males and Females",34594039,"East Asian","mmHg",145505,"HG19/GRCh37",NA,"Risk factor","Blood pressure","NA","NA",1,13230376,NA,NA,NA,NA,NA
"8","ieu-b-5122","Number of Children ever Born (NEB)",NA,"public",2023,"Mathieson","eQTLGen;BIOS","Males and Females",NA,"European",NA,785604,"HG19/GRCh37",NA,"NA","NA",NA,NA,NA,15360087,"10.1038/s41562-023-01528-6",NA,NA,NA,NA
"9","ieu-b-5117","Adult BMI females",NA,"public",2020,"Richardson",NA,"Females",NA,"European","kg/m^2",246511,"HG19/GRCh37",NA,"Continuous","Anthropometric","EFO:0004340",NA,NA,NA,"10.1136/bmj.m1203",NA,NA,NA,NA
"10","ieu-b-5118","Adult BMI sex-combined",NA,"public",2020,"Richardson",NA,"Males and Females",NA,"European","kg/m^2",453169,"HG19/GRCh37",NA,"Continuous","Anthropometric","EFO:0004340",NA,NA,NA,"10.1136/bmj.m1203",NA,NA,NA,NA
"11","ieu-b-5116","Psoriatic arthritis",5065,"public",2022,"M Soomro",NA,"Males and Females",NA,"European","log odds ratio",26351,"HG19/GRCh37",21286,"Binary","Autoimmune / inflammatory","EFO:0003778;DOID:9008;ICD9CM:696.0;MONDO:0011849;MedDRA:10037160;NCIT:C61277;OMIM:607507;UMLS:C0003872","All, seropositive and seronegative individuals",NA,NA,"10.1002/art.42154",NA,NA,NA,NA
"12","ieu-b-5115","ferritin",NA,"public",2021,"Bell",NA,"Males and Females",NA,"European","sd",246139,"HG19/GRCh37",NA,"Continuous","Haemotological","NA",NA,NA,NA,"10.1038/s42003-020-01575-z",NA,NA,NA,NA
"13","ieu-b-5121","Left ventricular ejection fraction",NA,"public",2024,"Q Yang","MRC-IEU","Males",NA,"European","percent",17899,"HG19/GRCh37",NA,"Continuous","Cardiovascular","NA",NA,NA,NA,NA,NA,NA,NA,NA
"14","ieu-b-5120","Left ventricular ejection fraction",NA,"public",2024,"Q Yang","MRC-IEU","Females",NA,"European","percent",19467,"HG19/GRCh37",NA,"Continuous","Cardiovascular","NA",NA,NA,NA,NA,NA,NA,NA,NA
"15","ubm-b-999","aparc-a2009s_rh_area_S-front-sup",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27604 Area of S-front-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"16","ubm-b-998","aparc-a2009s_rh_area_S-front-middle",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27603 Area of S-front-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"17","ubm-b-997","aparc-a2009s_rh_area_S-front-inf",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27602 Area of S-front-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"18","ubm-b-996","aparc-a2009s_rh_area_S-collat-transv-post",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31966,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27601 Area of S-collat-transv-post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"19","ubm-b-995","aparc-a2009s_rh_area_S-collat-transv-ant",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27600 Area of S-collat-transv-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"20","ubm-b-994","aparc-a2009s_rh_area_S-circular-insula-sup",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27599 Area of S-circular-insula-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"21","ubm-b-993","aparc-a2009s_rh_area_S-circular-insula-inf",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27598 Area of S-circular-insula-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"22","ubm-b-992","aparc-a2009s_rh_area_S-circular-insula-ant",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31966,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27597 Area of S-circular-insula-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"23","ubm-b-991","aparc-a2009s_rh_area_S-cingul-Marginalis",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27596 Area of S-cingul-Marginalis in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"24","ubm-b-990","aparc-a2009s_rh_area_S-central",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27595 Area of S-central in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"25","ubm-b-99","IDP_T1_FAST_ROIs_R_temp_fusif_cortex_ant",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33219,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25855 Volume of grey matter in Right Temporal Fusiform Cortex, anterior division",1,17103079,NA,NA,NA,NA,NA
"26","ubm-b-989","aparc-a2009s_rh_area_S-calcarine",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27594 Area of S-calcarine in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"27","ubm-b-988","aparc-a2009s_rh_area_Pole-temporal",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27593 Area of Pole-temporal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"28","ubm-b-987","aparc-a2009s_rh_area_Pole-occipital",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27592 Area of Pole-occipital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"29","ubm-b-986","aparc-a2009s_rh_area_Lat-Fis-post",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27591 Area of Lat-Fis-post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"30","ubm-b-985","aparc-a2009s_rh_area_Lat-Fis-ant-Vertical",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31952,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27590 Area of Lat-Fis-ant-Vertical in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"31","ubm-b-984","aparc-a2009s_rh_area_Lat-Fis-ant-Horizont",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31966,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27589 Area of Lat-Fis-ant-Horizont in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"32","ubm-b-983","aparc-a2009s_rh_area_G-temporal-middle",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27588 Area of G-temporal-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"33","ubm-b-982","aparc-a2009s_rh_area_G-temporal-inf",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27587 Area of G-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"34","ubm-b-981","aparc-a2009s_rh_area_G-temp-sup-Plan-tempo",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27586 Area of G-temp-sup-Plan-tempo in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"35","ubm-b-980","aparc-a2009s_rh_area_G-temp-sup-Plan-polar",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27585 Area of G-temp-sup-Plan-polar in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"36","ubm-b-98","IDP_T1_FAST_ROIs_L_temp_fusif_cortex_ant",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33219,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25854 Volume of grey matter in Left Temporal Fusiform Cortex, anterior division",1,17103079,NA,NA,NA,NA,NA
"37","ubm-b-979","aparc-a2009s_rh_area_G-temp-sup-Lateral",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27584 Area of G-temp-sup-Lateral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"38","ubm-b-978","aparc-a2009s_rh_area_G-temp-sup-G-T-transv",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27583 Area of G-temp-sup-G-T-transv in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"39","ubm-b-977","aparc-a2009s_rh_area_G-subcallosal",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27582 Area of G-subcallosal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"40","ubm-b-976","aparc-a2009s_rh_area_G-rectus",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27581 Area of G-rectus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"41","ubm-b-975","aparc-a2009s_rh_area_G-precuneus",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27580 Area of G-precuneus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"42","ubm-b-974","aparc-a2009s_rh_area_G-precentral",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27579 Area of G-precentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"43","ubm-b-973","aparc-a2009s_rh_area_G-postcentral",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27578 Area of G-postcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"44","ubm-b-972","aparc-a2009s_rh_area_G-parietal-sup",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27577 Area of G-parietal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"45","ubm-b-971","aparc-a2009s_rh_area_G-pariet-inf-Supramar",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27576 Area of G-pariet-inf-Supramar in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"46","ubm-b-970","aparc-a2009s_rh_area_G-pariet-inf-Angular",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27575 Area of G-pariet-inf-Angular in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"47","ubm-b-97","IDP_T1_FAST_ROIs_R_lingual_gyrus",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33219,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25853 Volume of grey matter in Right Lingual Gyrus",1,17103079,NA,NA,NA,NA,NA
"48","ubm-b-969","aparc-a2009s_rh_area_G-orbital",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27574 Area of G-orbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"49","ubm-b-968","aparc-a2009s_rh_area_G-oc-temp-med-Parahip",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27573 Area of G-oc-temp-med-Parahip in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"50","ubm-b-967","aparc-a2009s_rh_area_G-oc-temp-med-Lingual",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27572 Area of G-oc-temp-med-Lingual in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"51","ubm-b-966","aparc-a2009s_rh_area_G-oc-temp-lat-fusifor",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27571 Area of G-oc-temp-lat-fusifor in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"52","ubm-b-965","aparc-a2009s_rh_area_G-occipital-sup",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27570 Area of G-occipital-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"53","ubm-b-964","aparc-a2009s_rh_area_G-occipital-middle",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27569 Area of G-occipital-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"54","ubm-b-963","aparc-a2009s_rh_area_G-insular-short",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27568 Area of G-insular-short in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"55","ubm-b-962","aparc-a2009s_rh_area_G-Ins-lg+S-cent-ins",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27567 Area of G-Ins-lg+S-cent-ins in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"56","ubm-b-961","aparc-a2009s_rh_area_G-front-sup",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27566 Area of G-front-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"57","ubm-b-960","aparc-a2009s_rh_area_G-front-middle",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27565 Area of G-front-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"58","ubm-b-96","IDP_T1_FAST_ROIs_L_lingual_gyrus",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33219,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25852 Volume of grey matter in Left Lingual Gyrus",1,17103079,NA,NA,NA,NA,NA
"59","ubm-b-959","aparc-a2009s_rh_area_G-front-inf-Triangul",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27564 Area of G-front-inf-Triangul in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"60","ubm-b-958","aparc-a2009s_rh_area_G-front-inf-Orbital",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31966,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27563 Area of G-front-inf-Orbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"61","ubm-b-957","aparc-a2009s_rh_area_G-front-inf-Opercular",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27562 Area of G-front-inf-Opercular in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"62","ubm-b-956","aparc-a2009s_rh_area_G-cuneus",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27561 Area of G-cuneus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"63","ubm-b-955","aparc-a2009s_rh_area_G-cingul-Post-ventral",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27560 Area of G-cingul-Post-ventral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"64","ubm-b-954","aparc-a2009s_rh_area_G-cingul-Post-dorsal",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27559 Area of G-cingul-Post-dorsal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"65","ubm-b-953","aparc-a2009s_rh_area_G+S-cingul-Mid-Post",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27558 Area of G+S-cingul-Mid-Post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"66","ubm-b-952","aparc-a2009s_rh_area_G+S-cingul-Mid-Ant",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27557 Area of G+S-cingul-Mid-Ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"67","ubm-b-951","aparc-a2009s_rh_area_G+S-cingul-Ant",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27556 Area of G+S-cingul-Ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"68","ubm-b-950","aparc-a2009s_rh_area_G+S-transv-frontopol",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27555 Area of G+S-transv-frontopol in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"69","ubm-b-95","IDP_T1_FAST_ROIs_R_parahipp_gyrus_post",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33219,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25851 Volume of grey matter in Right Parahippocampal Gyrus, posterior division",1,17103079,NA,NA,NA,NA,NA
"70","ubm-b-949","aparc-a2009s_rh_area_G+S-subcentral",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27554 Area of G+S-subcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"71","ubm-b-948","aparc-a2009s_rh_area_G+S-paracentral",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27553 Area of G+S-paracentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"72","ubm-b-947","aparc-a2009s_rh_area_G+S-occipital-inf",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27552 Area of G+S-occipital-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"73","ubm-b-946","aparc-a2009s_rh_area_G+S-frontomargin",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31967,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27551 Area of G+S-frontomargin in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"74","ubm-b-945","aparc-a2009s_lh_area_S-temporal-transverse",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31962,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27402 Area of S-temporal-transverse in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"75","ubm-b-944","aparc-a2009s_lh_area_S-temporal-sup",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27401 Area of S-temporal-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"76","ubm-b-943","aparc-a2009s_lh_area_S-temporal-inf",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27400 Area of S-temporal-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"77","ubm-b-942","aparc-a2009s_lh_area_S-subparietal",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27399 Area of S-subparietal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"78","ubm-b-941","aparc-a2009s_lh_area_S-suborbital",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27398 Area of S-suborbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"79","ubm-b-940","aparc-a2009s_lh_area_S-precentral-sup-part",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27397 Area of S-precentral-sup-part in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"80","ubm-b-94","IDP_T1_FAST_ROIs_L_parahipp_gyrus_post",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,33219,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 25850 Volume of grey matter in Left Parahippocampal Gyrus, posterior division",1,17103079,NA,NA,NA,NA,NA
"81","ubm-b-939","aparc-a2009s_lh_area_S-precentral-inf-part",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27396 Area of S-precentral-inf-part in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
"82","ubm-b-938","aparc-a2009s_lh_area_S-postcentral",NA,"public",2021,"Elliott LT","NA","Males and Females",33875891,"European",NA,31968,"HG19/GRCh37",NA,"NA","NA",NA,"UKB 27395 Area of S-postcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation",1,17103079,NA,NA,NA,NA,NA
