"","id","trait","ncase","group_name","year","author","consortium","sex","pmid","population","unit","sample_size","build","ncontrol","category","subcategory","ontology","note","mr","nsnp","doi","coverage","study_design","priority","sd"
"30230","prot-a-429","CD226 antigen",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30231","eqtl-a-ENSG00000267029","ENSG00000267029",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4656,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,14668,NA,NA,NA,0,NA
"30232","eqtl-a-ENSG00000232725","ENSG00000232725",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4360,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,10052,NA,NA,NA,0,NA
"30233","ubm-a-2811","a2009s lh S parieto occipital area",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",8411,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30234","eqtl-a-ENSG00000264442","ENSG00000264442",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4169,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16399,NA,NA,NA,0,NA
"30235","eqtl-a-ENSG00000259877","ENSG00000259877",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19877,NA,NA,NA,0,NA
"30236","eqtl-a-ENSG00000119041","ENSG00000119041",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17296,NA,NA,NA,0,NA
"30237","ukb-e-recode101_CSA","NA",3078,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"South Asian","NA",8876,"HG19/GRCh37",5798,"Binary","NA","NA","NA",1,9802754,NA,NA,NA,0,NA
"30238","ubm-a-213","IDP dMRI TBSS FA Anterior limb of internal capsule L",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7532,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30239","ebi-a-GCST90001948","CD33 on CD33dim HLA DR+ CD11b+",NA,"public",2020,"Orr<U+00F9> V","NA","NA",32929287,"European","NA",1633,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,14155400,NA,NA,NA,0,NA
"30240","eqtl-a-ENSG00000217258","ENSG00000217258",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4339,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17838,NA,NA,NA,0,NA
"30241","ubm-a-2747","a2009s lh G&S frontomargin area",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",8411,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30242","prot-a-2083","NAD(P)H dehydrogenase [quinone] 1",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30243","eqtl-a-ENSG00000136875","ENSG00000136875",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18636,NA,NA,NA,0,NA
"30244","ieu-b-4809","Prostate cancer",9132,"public",2021,"Burrows","UK Biobank","Males",NA,"European","NA",182625,"HG19/GRCh37",173493,"Disease","Cancer","EFO:0001663","see doi for further information",1,NA,NA,NA,NA,0,NA
"30245","eqtl-a-ENSG00000235820","ENSG00000235820",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",3831,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17537,NA,NA,NA,0,NA
"30246","eqtl-a-ENSG00000179627","ENSG00000179627",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",21121,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19848,NA,NA,NA,0,NA
"30247","finn-b-ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL","Injury of muscle and tendon at ankle and foot level",303,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",206804,"Binary","NA","NA","ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL",1,16380446,NA,NA,NA,0,NA
"30248","prot-a-3188","Vesicle-associated membrane protein 8",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30249","eqtl-a-ENSG00000138190","ENSG00000138190",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18211,NA,NA,NA,0,NA
"30250","eqtl-a-ENSG00000176102","ENSG00000176102",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18199,NA,NA,NA,0,NA
"30251","finn-b-M13_SCIATICA","Siatica+with lumbago",8915,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",164682,"Binary","NA","NA","M13_SCIATICA",1,16380337,NA,NA,NA,0,NA
"30252","ukb-e-20111_p3_EAS","Illnesses of siblings",1325,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"East Asian","NA",2169,"HG19/GRCh37",844,"Binary","NA","NA","NA",1,8189678,NA,NA,NA,0,NA
"30253","eqtl-a-ENSG00000269102","ENSG00000269102",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",3831,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18595,NA,NA,NA,0,NA
"30254","eqtl-a-ENSG00000139687","ENSG00000139687",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18430,NA,NA,NA,0,NA
"30255","eqtl-a-ENSG00000113555","ENSG00000113555",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",30935,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18580,NA,NA,NA,0,NA
"30256","eqtl-a-ENSG00000140941","ENSG00000140941",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",14263,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,22308,NA,NA,NA,0,NA
"30257","eqtl-a-ENSG00000113068","ENSG00000113068",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",28917,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,15690,NA,NA,NA,0,NA
"30258","eqtl-a-ENSG00000118263","ENSG00000118263",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17817,NA,NA,NA,0,NA
"30259","eqtl-a-ENSG00000211445","ENSG00000211445",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19022,NA,NA,NA,0,NA
"30260","eqtl-a-ENSG00000119242","ENSG00000119242",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18940,NA,NA,NA,0,NA
"30261","ebi-a-GCST90000464","DNER levels",NA,"public",2020,"Hillary RF","NA","NA",32641083,"European","NA",982,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,7883897,NA,NA,NA,0,NA
"30262","eqtl-a-ENSG00000165724","ENSG00000165724",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16546,NA,NA,NA,0,NA
"30263","eqtl-a-ENSG00000253193","ENSG00000253193",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",6421,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,12027,NA,NA,NA,0,NA
"30264","ubm-a-1063","NET25 0117",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7916,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30265","ukb-d-680_3","Own or rent accommodation lived in: Rent - from local authority, local council, housing association",18968,"public",2018,"Neale lab","NA","Males and Females",NA,"European","NA",356340,"HG19/GRCh37",337372,"Binary","NA","NA","NA",1,13586423,NA,NA,NA,0,NA
"30266","eqtl-a-ENSG00000236320","ENSG00000236320",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",26181,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16654,NA,NA,NA,0,NA
"30267","eqtl-a-ENSG00000145103","ENSG00000145103",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31470,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17780,NA,NA,NA,0,NA
"30268","ebi-a-GCST005058","HDL cholesterol",NA,"public",2017,"Prins BP","NA","NA",28887542,"European","NA",9796,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,23170761,NA,NA,NA,0,NA
"30269","eqtl-a-ENSG00000165246","ENSG00000165246",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",8269,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,10110,NA,NA,NA,0,NA
"30270","ubm-a-780","IDP dMRI ProbtrackX L3 ml l",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7532,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30271","eqtl-a-ENSG00000171657","ENSG00000171657",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",9188,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,10125,NA,NA,NA,0,NA
"30272","eqtl-a-ENSG00000171777","ENSG00000171777",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",30935,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18262,NA,NA,NA,0,NA
"30273","eqtl-a-ENSG00000168385","ENSG00000168385",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31470,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19993,NA,NA,NA,0,NA
"30274","eqtl-a-ENSG00000116663","ENSG00000116663",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18986,NA,NA,NA,0,NA
"30275","ukb-e-1019_AFR","Other ill-defined and unknown causes of morbidity and mortality",362,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"African American or Afro-Caribbean","NA",6636,"HG19/GRCh37",6274,"Binary","NA","NA","NA",1,15513437,NA,NA,NA,0,NA
"30276","ubm-a-740","IDP dMRI ProbtrackX L2 cgc l",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7532,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30277","ieu-a-1","Adiponectin",NA,"public",2012,"Dastani Z","ADIPOGen","Males and Females",22479202,"Mixed","ln(mg/dL)",39883,"HG19/GRCh37",NA,"Risk factor","Protein","NA",NA,1,2675209,NA,NA,NA,1,0.57
"30278","eqtl-a-ENSG00000170017","ENSG00000170017",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19661,NA,NA,NA,0,NA
"30279","ukb-b-15903","Treatment speciality of consultant (recoded): Oral surgery",11591,"public",2018,"Ben Elsworth","MRC-IEU","Males and Females",NA,"European","SD",444503,"HG19/GRCh37",432912,"Binary","NA","NA","41246#1980: Output from GWAS pipeline using Phesant derived variables from UKBiobank",1,9851867,NA,NA,NA,1,NA
"30280","eqtl-a-ENSG00000164111","ENSG00000164111",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19353,NA,NA,NA,0,NA
"30281","eqtl-a-ENSG00000236946","ENSG00000236946",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17591,NA,NA,NA,0,NA
"30282","ukb-e-24006_EAS","Particulate matter air pollution (pm2.5); 2010",2505,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"East Asian","NA",2505,"HG19/GRCh37",0,"Continuous","NA","NA","NA",1,8268350,NA,NA,NA,0,NA
"30283","eqtl-a-ENSG00000187605","ENSG00000187605",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",14263,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16004,NA,NA,NA,0,NA
"30284","eqtl-a-ENSG00000259820","ENSG00000259820",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18650,NA,NA,NA,0,NA
"30285","finn-b-ST19_MALTR_SYNDR","Maltreatment syndromes",679,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",214469,"Binary","NA","NA","ST19_MALTR_SYNDR",1,16380450,NA,NA,NA,0,NA
"30286","ukb-b-782","Diagnoses - secondary ICD10: R13 Dysphagia",1521,"public",2018,"Ben Elsworth","MRC-IEU","Males and Females",NA,"European","SD",463010,"HG19/GRCh37",461489,"Binary","NA","NA","41204#R13: Output from GWAS pipeline using Phesant derived variables from UKBiobank",1,9851867,NA,NA,NA,1,NA
"30287","ebi-a-GCST90011557","OTU97_101 (Sutterella) prevalence",NA,"public",2021,"R<U+00FC>hlemann MC","NA","NA",33462482,"European","NA",8956,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,5356641,NA,NA,NA,0,NA
"30288","eqtl-a-ENSG00000240669","ENSG00000240669",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4339,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,15923,NA,NA,NA,0,NA
"30289","prot-a-945","Gamma-enolase",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30290","finn-b-M13_SPININSTAB","Spinal instabilities",443,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",164682,"Binary","NA","NA","M13_SPININSTAB",1,16380219,NA,NA,NA,0,NA
"30291","ukb-e-351_AFR","Other peripheral nerve disorders",228,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"African American or Afro-Caribbean","NA",6526,"HG19/GRCh37",6298,"Binary","NA","NA","NA",1,15341279,NA,NA,NA,0,NA
"30292","met-d-Lactate","Lactate",NA,"public",2020,"Borges CM","NA","Males and Females",NA,"European","NA",114802,"HG19/GRCh37",NA,"Continuous","NA","NA","NA",1,12321875,NA,NA,NA,0,NA
"30293","eqtl-a-ENSG00000134030","ENSG00000134030",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",24941,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18950,NA,NA,NA,0,NA
"30294","eqtl-a-ENSG00000269463","ENSG00000269463",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4677,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16629,NA,NA,NA,0,NA
"30295","finn-b-K11_KELAUC","UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)",2986,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",215806,"Binary","NA","NA","K11_KELAUC",1,16380466,NA,NA,NA,0,NA
"30296","eqtl-a-ENSG00000261783","ENSG00000261783",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4339,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17306,NA,NA,NA,0,NA
"30297","ukb-b-19097","Stomach/abdominal pain for 3+ months",21711,"public",2018,"Ben Elsworth","MRC-IEU","Males and Females",NA,"European","SD",38911,"HG19/GRCh37",17200,"Binary","NA","NA","3741: Output from GWAS pipeline using Phesant derived variables from UKBiobank",1,9851867,NA,NA,NA,1,NA
"30298","eqtl-a-ENSG00000188672","ENSG00000188672",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",26609,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17872,NA,NA,NA,0,NA
"30299","ukb-e-104450_AFR","Apple intake",1207,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"African American or Afro-Caribbean","NA",1207,"HG19/GRCh37",0,"Continuous","NA","NA","NA",1,15533528,NA,NA,NA,0,NA
"30300","ukb-d-KRA_PSY_ANXIETY","Anxiety disorders",1092,"public",2018,"Neale lab","NA","Males and Females",NA,"European","NA",361194,"HG19/GRCh37",360102,"Binary","NA","NA","NA",1,9440635,NA,NA,NA,0,NA
"30301","eqtl-a-ENSG00000239776","ENSG00000239776",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5164,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18139,NA,NA,NA,0,NA
"30302","finn-b-G6_CAUDA","Cauda equina syndrome",149,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",216992,"Binary","NA","NA","G6_CAUDA",1,16380461,NA,NA,NA,0,NA
"30303","ubm-a-2761","a2009s lh G front middle area",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",8411,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30304","ubm-a-264","IDP dMRI TBSS MD Retrolenticular part of internal capsule R",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7532,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30305","eqtl-a-ENSG00000231858","ENSG00000231858",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",10069,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16155,NA,NA,NA,0,NA
"30306","eqtl-a-ENSG00000162438","ENSG00000162438",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",14263,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19254,NA,NA,NA,0,NA
"30307","ukb-b-16489","Qualifications: College or University degree",148722,"public",2018,"Ben Elsworth","MRC-IEU","Males and Females",NA,"European","SD",458079,"HG19/GRCh37",309357,"Binary","NA","NA","6138#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank",1,9851867,NA,NA,NA,1,NA
"30308","eqtl-a-ENSG00000152558","ENSG00000152558",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19516,NA,NA,NA,0,NA
"30309","ukb-e-100910_AFR","Intake of artificial sweetener added to cereal",1207,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"African American or Afro-Caribbean","NA",1207,"HG19/GRCh37",0,"Continuous","NA","NA","NA",1,15533528,NA,NA,NA,0,NA
"30310","eqtl-a-ENSG00000067177","ENSG00000067177",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",7635,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,10103,NA,NA,NA,0,NA
"30311","prot-a-1400","Intercellular adhesion molecule 4",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30312","eqtl-a-ENSG00000233476","ENSG00000233476",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18656,NA,NA,NA,0,NA
"30313","ebi-a-GCST90006918","Herpes simplex virus 1 mgG-1 antibody levels",NA,"public",2020,"Butler-Laporte G","NA","NA",33204752,"European","NA",6199,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,9170062,NA,NA,NA,0,NA
"30314","eqtl-a-ENSG00000106366","ENSG00000106366",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18086,NA,NA,NA,0,NA
"30315","ukb-e-1060_CSA","Time spent outdoors in winter",6100,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"South Asian","NA",6100,"HG19/GRCh37",0,"Continuous","NA","NA","NA",1,9809216,NA,NA,NA,0,NA
"30316","eqtl-a-ENSG00000238198","ENSG00000238198",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",4868,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,16108,NA,NA,NA,0,NA
"30317","eqtl-a-ENSG00000136100","ENSG00000136100",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17187,NA,NA,NA,0,NA
"30318","ubm-a-3041","DKTatlas rh lateraloccipital thickness",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",8411,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30319","ubm-a-2631","NET100 1475",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7916,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30320","eqtl-a-ENSG00000163517","ENSG00000163517",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19824,NA,NA,NA,0,NA
"30321","eqtl-a-ENSG00000167964","ENSG00000167964",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",29432,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19458,NA,NA,NA,0,NA
"30322","eqtl-a-ENSG00000267702","ENSG00000267702",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18104,NA,NA,NA,0,NA
"30323","finn-b-M13_POLYARTERETAL","Polyarteritis nodosa and related conditions",164,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",213145,"Binary","NA","NA","M13_POLYARTERETAL",1,16380450,NA,NA,NA,0,NA
"30324","eqtl-a-ENSG00000136404","ENSG00000136404",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",14263,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,14635,NA,NA,NA,0,NA
"30325","ubm-a-1693","NET100 0537",NA,"public",2018,"Elliott LT","NA","Males",30305740,"European","NA",7916,"HG19/GRCh37",NA,"Continuous","Psychiatric / neurological","NA","NA",1,11734354,NA,NA,NA,0,NA
"30326","eqtl-a-ENSG00000111785","ENSG00000111785",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18140,NA,NA,NA,0,NA
"30327","ukb-b-11282","Non-cancer illness code, self-reported: vaginal prolapse/uterine prolapse",2572,"public",2018,"Ben Elsworth","MRC-IEU","Males and Females",NA,"European","SD",462933,"HG19/GRCh37",460361,"Binary","NA","NA","20002#1353: Output from GWAS pipeline using Phesant derived variables from UKBiobank",1,9851867,NA,NA,NA,1,NA
"30328","eqtl-a-ENSG00000100142","ENSG00000100142",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",14263,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17398,NA,NA,NA,0,NA
"30329","eqtl-a-ENSG00000228140","ENSG00000228140",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18879,NA,NA,NA,0,NA
"30330","eqtl-a-ENSG00000161681","ENSG00000161681",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",28917,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19626,NA,NA,NA,0,NA
"30331","prot-c-4915_64_2","Hemoglobin",NA,"public",2019,"Suhre K","NA","Males and Females",28240269,"European","NA",NA,"HG19/GRCh37",NA,"Continuous","NA","EFO_0007937","name=Hemoglobin; chr=11|16; start=5225464|172847; end=5229395|177522; entrez=3039|3043; uniprot=P69905|P68871",1,501428,NA,NA,NA,0,NA
"30332","eqtl-a-ENSG00000129911","ENSG00000129911",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31470,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,20669,NA,NA,NA,0,NA
"30333","eqtl-a-ENSG00000236081","ENSG00000236081",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",3831,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17982,NA,NA,NA,0,NA
"30334","eqtl-a-ENSG00000143248","ENSG00000143248",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31470,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,19235,NA,NA,NA,0,NA
"30335","ukb-e-1190_MID","Nap during day",1533,"public",2020,"Pan-UKB team","NA","Males and Females",NA,"Greater Middle Eastern (Middle Eastern, North African, or Persian)","NA",1533,"HG19/GRCh37",0,"Continuous","NA","NA","NA",1,11875527,NA,NA,NA,0,NA
"30336","prot-a-986","Endogenous retrovirus group V member 1 Env polyprotein",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30337","finn-b-M13_OLECRANONBURSITIS","Olecranon bursitis",820,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",167641,"Binary","NA","NA","M13_OLECRANONBURSITIS",1,16380307,NA,NA,NA,0,NA
"30338","finn-b-E4_OBESITYNAS","Obesity, other/unspecified",4793,"public",2021,"NA","NA","Males and Females",NA,"European","NA",NA,"HG19/GRCh37",209884,"Binary","NA","NA","E4_OBESITYNAS",1,16380458,NA,NA,NA,0,NA
"30339","prot-a-1134","Glutamate carboxypeptidase 2",NA,"public",2018,"Sun BB","NA","Males and Females",29875488,"European","NA",3301,"HG19/GRCh37",NA,"Immune system","Protein","NA","NA",1,10534735,NA,NA,NA,0,NA
"30340","eqtl-a-ENSG00000111732","ENSG00000111732",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",30551,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,20477,NA,NA,NA,0,NA
"30341","ebi-a-GCST90001811","CD38 on IgD+ CD24- B cell",NA,"public",2020,"Orr<U+00F9> V","NA","NA",32929287,"European","NA",3656,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,15048942,NA,NA,NA,0,NA
"30342","ebi-a-GCST90001819","CD38 on transitional B cell",NA,"public",2020,"Orr<U+00F9> V","NA","NA",32929287,"European","NA",3657,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,15048951,NA,NA,NA,0,NA
"30343","eqtl-a-ENSG00000237604","ENSG00000237604",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",5502,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,18784,NA,NA,NA,0,NA
"30344","eqtl-a-ENSG00000137070","ENSG00000137070",NA,"public",2018,"Vosa U","NA","Males and Females",NA,"European","NA",31684,"HG19/GRCh37",NA,"NA","NA","NA","NA",1,17182,NA,NA,NA,0,NA
"30345","prot-c-2788_55_1","MMP-3",NA,"public",2019,"Suhre K","NA","Males and Females",28240269,"European","NA",NA,"HG19/GRCh37",NA,"Continuous","NA","EFO_0007937","name=Stromelysin-1; chr=11; start=102835801; end=102843803; entrez=4314; uniprot=P08254",1,501428,NA,NA,NA,0,NA
